full_path,emotion_confidence,seed,quality_score,original_caption,emotion_type
11187,0.814,11187,0.989,Picture of a woman with long hair. The hair is long. Hair color is blonde. Eyes are open. Face looks like a woman,sad
00043,0.814,43,0.993,Picture of a young blonde woman with green eyes. The hair is blonde and has green eyes. Hair color is the new trend for spring. Eyes are the window to the soul - taylor - taylor. Face looks like a green eyed girl,sad
09858,0.814,9858,0.9004,Picture of a woman. The hair is wet. Hair color is brown. Eyes are open. Face looks down,sad
03781,0.814,3781,0.999,Picture of a girl with a flower crown on her head. The hair is blonde. Hair color is red. Eyes are blue. Face looks like a doll,sad
11922,0.814,11922,0.959,Picture of a man with glasses and a tie. The hair is black. Hair color is brown. Eyes are open. Face looks slightly at camera,sad
16863,0.814,16863,0.8823,Picture of a young boy with a green shirt. The hair is blonde. Hair color is blonde. Eyes are open. Face looks slightly to the left,sad
08475,0.814,8475,0.9736,Picture of a woman. The hair is black. Hair color is black. Eyes are open. Face looks to the left,sad
14541,0.814,14541,0.615,Picture of a woman with a flower in her hair. The hair is blonde. Hair color is purple. Eyes are open. Face looks to the left,sad
11548,0.813,11548,0.9673,Picture of a man. The hair is short. Hair color is brown. Eyes are open. Face looks slightly slightly,sad
17534,0.813,17534,0.98,Picture of a man with glasses and a tie. The hair is brown. Hair color is brown. Eyes are open. Face looks slightly to the left,sad
09219,0.813,9219,0.9883,Picture of a man with a hat and a tie. The hair is brown. Hair color is brown. Eyes are open. Face looks up,sad
01038,0.813,1038,1.0,Picture of a woman with a red lipstick. The hair is red. Hair color is red. Eyes are open. Face looks like a woman with a red lipstick,sad
13983,0.813,13983,0.9727,Picture of a man with a beard. The hair is gray. Hair color is gray. Eyes are open. Face looks slightly to the left,sad
08223,0.813,8223,0.971,Picture of a woman. The hair is wet. Hair color is brown. Eyes are open. Face looks slightly to the left,sad
19138,0.813,19138,0.855,Picture of a woman. The hair is long. Hair color is brown. Eyes are open. Face looks to the left,sad
18260,0.813,18260,0.9727,Picture of a woman with a black hair. The hair is black. Hair color is black. Eyes are open. Face looks very different,sad
14719,0.813,14719,0.9795,Picture of a man. The hair is brown. Hair color is brown. Eyes are open. Face looks slightly slightly,sad
05101,0.813,5101,0.993,Picture of a girl with a bird on her head. The hair is long. Hair color is brown. Eyes are open. Face looks like a bird,sad
10163,0.813,10163,0.9424,Picture of a man. The hair is brown. Hair color is brown. Eyes are open. Face looks slightly,sad
13985,0.813,13985,0.9805,Picture of a man. The hair is brown. Hair color is brown. Eyes are open. Face looks slightly slightly,sad
10901,0.813,10901,0.829,Picture of dr ruth stein. The hair is gray. Hair color is blonde. Eyes are clear. Face looks slightly,sad
15019,0.813,15019,0.7637,Picture of a little girl. The hair is brown. Hair color is brown. Eyes are big. Face looks very sad,sad
08603,0.8115,8603,0.823,Picture of a man. The hair is blonde. Hair color is blonde. Eyes are open. Face looks slightly slightly,sad
08028,0.8115,8028,0.9917,Picture of a woman. The hair is blonde. Hair color is light blonde. Eyes are open. Face looks slightly,sad
18288,0.8115,18288,0.9688,Picture of a woman. The hair is long. Hair color is dark brown. Eyes are open. Face looks to the left,sad
06751,0.8115,6751,0.99,Picture of a girl. The hair is blonde. Hair color is blonde. Eyes are blue. Face looks sad,sad
15507,0.8115,15507,0.7744,Picture of a woman with a cell in her hand. The hair is blonde. Hair color is blonde. Eyes are open. Face looks down,sad
13714,0.8105,13714,0.993,Picture of a young boy. The hair is brown. Hair color is brown. Eyes are open. Face looks slightly to the left,sad
04322,0.8105,4322,0.986,Picture of a man with glasses and a blue shirt. The hair is black. Hair color is blue. Eyes are open. Face looks slightly to the left,sad
04510,0.8105,4510,0.971,Picture of a boy. The hair is gray. Hair color is gray. Eyes are open. Face looks to the left,sad
14831,0.8105,14831,0.953,Picture of a woman with a tie around her neck. The hair is blonde. Hair color is light brown. Eyes are open. Face looks very sad,sad
08856,0.8105,8856,0.7026,Picture of a young girl. The hair is long. Hair color is black. Eyes are open. Face looks slightly to the left,sad
00749,0.8105,749,0.999,Picture of a man. The hair is wet. Hair color is brown. Eyes are open. Face looks slightly to the left,sad
18400,0.8105,18400,0.906,Picture of a young girl. The hair is black. Hair color is black. Eyes are open. Face looks slightly to the left,sad
06110,0.8105,6110,0.7646,Picture of a man with a white beard and glasses. The hair is white. Hair color is white. Eyes are open. Face looks like a man with a mustache,sad
17965,0.8105,17965,0.956,Picture of a man with glasses and a beard. The hair is brown. Hair color is brown. Eyes are open. Face looks slightly slightly,sad
15504,0.8105,15504,0.906,Picture of a young boy. The hair is blonde. Hair color is blonde. Eyes are open. Face looks like a boy,sad
14054,0.8105,14054,0.993,Picture of a man with glasses. The hair is long. Hair color is brown. Eyes are open. Face looks slightly slightly,sad
13477,0.8105,13477,0.84,Picture of a woman with a flower in her hair. The hair is long. Hair color is brown. Eyes are open. Face looks down,sad
11491,0.8105,11491,0.8174,Picture of a man. The hair is curly. Hair color is light brown. Eyes are open. Face looks slightly slightly,sad
14246,0.8105,14246,0.99,Picture of a man. The hair is black. Hair color is black. Eyes are brown. Face looks very sad,sad
17294,0.8105,17294,0.9707,Picture of a man. The hair is long. Hair color is brown. Eyes are open. Face looks slightly to the left,sad
14092,0.8105,14092,0.8965,Picture of a man with a tie and a cell. The hair is blonde. Hair color is blonde. Eyes are closed. Face looks down,sad
01441,0.8105,1441,0.9736,Picture of a beautiful young woman with blue hair. The hair is dyed blue and has long blondes. Hair color is a great way to get a new look. Eyes are the window to the soul by jessica - marie. Face looks like a woman with blue hair,sad
08907,0.8105,8907,0.813,Picture of a woman with glasses. The hair is blonde. Hair color is blonde. Eyes are open. Face looks slightly,sad
01122,0.8105,1122,0.8687,Picture of a woman. The hair is brown. Hair color is brown. Eyes are open. Face looks to the left,sad
04318,0.8105,4318,0.9854,Picture of a man. The hair is black. Hair color is black. Eyes are open. Face looks slightly,sad
18882,0.8105,18882,0.8457,Picture of a man with a beard. The hair is gray. Hair color is brown. Eyes are open. Face looks very sad,sad
09628,0.809,9628,0.725,Picture of a man. The hair is brown. Hair color is brown. Eyes are open. Face looks slightly slightly,sad
00936,0.809,936,0.9746,Picture of a woman. The hair is brown. Hair color is brown. Eyes are open. Face looks slightly to the left,sad
06762,0.809,6762,0.7866,Picture of a man with a white hat and glasses. The hair is black. Hair color is white. Eyes are open. Face looks like a man with glasses and a hat,sad
11794,0.809,11794,0.9873,Picture of a woman brushing her hair. The hair is long. Hair color is red. Eyes are blue. Face looks like a woman,sad
00558,0.809,558,0.9766,Picture of a man with a beard and sunglasses. The hair is long. Hair color is brown. Eyes are closed. Face looks like a man,sad
18662,0.809,18662,0.6636,Picture of a man with a beard. The hair is gray. Hair color is gray. Eyes are open. Face looks slightly slightly,sad
07707,0.809,7707,0.992,Picture of a woman. The hair is black. Hair color is black. Eyes are open. Face looks very sad,sad
16827,0.809,16827,0.931,Picture of a man with glasses and a white shirt. The hair is gray. Hair color is light gray. Eyes are open. Face looks slightly slightly,sad
19623,0.809,19623,0.914,Picture of a man. The hair is blonde. Hair color is blonde. Eyes are open. Face looks slightly slightly,sad
01878,0.809,1878,0.693,Picture of a woman. The hair is brown. Hair color is brown. Eyes are closed. Face looks slightly,sad
10821,0.809,10821,0.9546,Picture of a man. The hair is brown. Hair color is brown. Eyes are open. Face looks slightly at camera,sad
05327,0.809,5327,0.858,Picture of a woman. The hair is brown. Hair color is brown. Eyes are open. Face looks very sad,sad
05589,0.808,5589,0.939,Picture of a woman with a bird on her head. The hair is long. Hair color is brown. Eyes are open. Face looks like a bird,sad
06824,0.808,6824,0.973,Picture of a girl. The hair is black. Hair color is black. Eyes are blue. Face looks like a doll,sad
04091,0.808,4091,0.9824,Picture of a young girl with a pink scarf around her neck. The hair is brown. Hair color is brown. Eyes are open. Face looks very sad,sad
10685,0.808,10685,0.7637,Picture of a man with gray hair. The hair is gray. Hair color is gray. Eyes are open. Face looks slightly,sad
13360,0.808,13360,0.956,Picture of a man and woman. The hair is long. Hair color is brown. Eyes are open. Face looks up at the sky,sad
09036,0.808,9036,0.9907,Picture of a girl with a white bow on her head. The hair is brown. Hair color is brown. Eyes are open. Face looks like a doll,sad
02707,0.808,2707,0.8623,Picture of a man in a suit and tie. The hair is gray. Hair color is light brown. Eyes are open. Face looks slightly slightly,sad
04717,0.808,4717,0.9614,Picture of a woman. The hair is gray. Hair color is gray. Eyes are open. Face looks slightly at the camera,sad
03155,0.808,3155,0.882,Picture of a man with a blue hat and a microphone. The hair is black. Hair color is brown. Eyes are open. Face looks slightly slightly,sad
10050,0.808,10050,0.9097,Picture of a woman. The hair is wet. Hair color is brown. Eyes are open. Face looks slightly at camera,sad
12770,0.808,12770,0.998,Picture of a girl. The hair is blonde. Hair color is blonde. Eyes are blue. Face looks like a girl,sad
08446,0.808,8446,0.9897,Picture of a man wearing a hat with a fire on it. The hair is gray. Hair color is yellow. Eyes are open. Face looks slightly to the right,sad
13608,0.808,13608,1.0,Picture of a man with glasses and a tie. The hair is brown. Hair color is brown. Eyes are open. Face looks slightly slightly,sad
08445,0.808,8445,0.9683,Picture of a girl. The hair is long. Hair color is blonde. Eyes are open. Face looks very sad,sad
18567,0.808,18567,0.9585,Picture of a man. The hair is wet. Hair color is dark brown. Eyes are open. Face looks slightly to the left,sad
14365,0.808,14365,0.938,Picture of a woman with a pink lipstick. The hair is brown. Hair color is brown. Eyes are open. Face looks down,sad
05481,0.808,5481,0.984,Picture of a young boy. The hair is wet. Hair color is black. Eyes are open. Face looks very sad,sad
06580,0.808,6580,0.933,Picture of a woman with a cat in her hand. The hair is long. Hair color is black. Eyes are open. Face looks to the left,sad
14999,0.808,14999,0.9707,Picture of a man and woman. The hair is black. Hair color is brown. Eyes are open. Face looks like a woman,sad
19266,0.808,19266,0.9854,Picture of a man. The hair is brown. Hair color is brown. Eyes are open. Face looks slightly slightly,sad
07124,0.808,7124,0.766,Picture of a woman. The hair is brown. Hair color is brown. Eyes are open. Face looks slightly slightly,sad
15406,0.808,15406,0.992,Picture of a man with a beard and glasses. The hair is blonde. Hair color is blonde. Eyes are open. Face looks slightly slightly,sad
04107,0.808,4107,0.9897,Picture of a woman. The hair is blonde. Hair color is blonde. Eyes are open. Face looks slightly slightly,sad
10598,0.8066,10598,0.693,Picture of a man in a suit and tie. The hair is gray. Hair color is gray. Eyes are open. Face looks slightly slightly,sad
16546,0.8066,16546,0.7026,Picture of a woman. The hair is blonde. Hair color is blonde. Eyes are blue. Face looks very at the camera,sad
12111,0.8066,12111,0.995,Picture of a beautiful young woman. The hair is long. Hair color is the best way to get your hair color. Eyes are blue. Face looks like a princess,sad
09927,0.8066,9927,0.9707,Picture of a woman with glasses and a microphone. The hair is blonde. Hair color is blonde. Eyes are closed. Face looks slightly slightly,sad
19400,0.8066,19400,0.9688,Picture of a young man with a tennis racket. The hair is wet. Hair color is brown. Eyes are open. Face looks slightly to the left,sad
04746,0.8066,4746,0.927,Picture of a man with glasses and a tie. The hair is blonde. Hair color is light brown. Eyes are open. Face looks slightly slightly,sad
02634,0.8057,2634,0.999,Picture of a girl with long hair. The hair is long. Hair color is red. Eyes are blue. Face looks like a doll,sad
07365,0.8057,7365,0.9185,Picture of a young boy looking down at a cell. The hair is black. Hair color is black. Eyes are closed. Face looks down,sad
07238,0.8057,7238,0.942,Picture of a woman with a cell in her hand. The hair is gray. Hair color is brown. Eyes are open. Face looks like a woman,sad
00097,0.8057,97,0.8257,Picture of a woman with glasses and a microphone. The hair is black. Hair color is black. Eyes are open. Face looks slightly at camera,sad
05936,0.8057,5936,0.921,Picture of a man with a beard. The hair is brown. Hair color is brown. Eyes are open. Face looks very sad,sad
10052,0.8057,10052,0.9976,Picture of a baby wearing a white coat. The hair is white. Hair color is white. Eyes are blue. Face looks like a baby,sad
15678,0.8057,15678,0.999,Picture of a woman. The hair is wet. Hair color is brown. Eyes are open. Face looks to the left,sad
12012,0.8057,12012,0.9805,Picture of a boy. The hair is brown. Hair color is brown. Eyes are open. Face looks slightly to the right,sad
17819,0.8057,17819,0.9976,Picture of a man. The hair is dark. Hair color is brown. Eyes are open. Face looks slightly at the camera,sad
08199,0.8057,8199,0.996,Picture of a man wearing a hat. The hair is gray. Hair color is brown. Eyes are open. Face looks to the left,sad
08107,0.8057,8107,0.994,Picture of a girl. The hair is long. Hair color is brown. Eyes are open. Face looks to the left,sad
03452,0.8057,3452,0.6333,Picture of a man. The hair is gray. Hair color is light gray. Eyes are open. Face looks slightly slightly,sad
10224,0.8057,10224,0.993,Picture of a man with a white hair. The hair is white. Hair color is white. Eyes are open. Face looks slightly to the left,sad
13612,0.8057,13612,0.9985,Picture of a woman with a headdre. The hair is made from buttons and other things. Hair color is a great way to add a popy look to your hair. Eyes are the window to the soul by david strick. Face looks like a woman with a headdre,sad
18440,0.8057,18440,0.9966,Picture of a man with a beard and sunglasses. The hair is brown. Hair color is brown. Eyes are closed. Face looks like a man,sad
19514,0.8057,19514,0.9966,Picture of a woman with a bird on her head. The hair is black. Hair color is brown. Eyes are open. Face looks like a woman,sad
06694,0.8057,6694,0.8774,Picture of a man with glasses. The hair is gray. Hair color is light brown. Eyes are open. Face looks slightly slightly,sad
03079,0.8057,3079,0.9033,Picture of a woman. The hair is brown. Hair color is brown. Eyes are blue. Face looks like a woman,sad
06621,0.8057,6621,0.8066,Picture of a man. The hair is wet. Hair color is dark. Eyes are open. Face looks to the left,sad
19860,0.8057,19860,0.9863,Picture of a young man. The hair is black. Hair color is black. Eyes are open. Face looks slightly to the left,sad
06274,0.8057,6274,0.7534,Picture of a woman. The hair is long. Hair color is black. Eyes are open. Face looks slightly at the camera,sad
16196,0.8057,16196,0.978,Picture of a young girl with a tooth. The hair is blonde. Hair color is blonde. Eyes are open. Face looks like a woman,sad
00966,0.8057,966,0.99,Picture of a man with a microphone. The hair is brown. Hair color is brown. Eyes are open. Face looks slightly slightly,sad
03403,0.8057,3403,0.9814,Picture of a woman with a hat and a blue eyeliner. The hair is long. Hair color is blue. Eyes are open. Face looks like a woman,sad
03488,0.8057,3488,0.9526,Picture of a man. The hair is black. Hair color is brown. Eyes are open. Face looks very sad,sad
05992,0.804,5992,0.9653,Picture of a woman with a red lipstick. The hair is blonde. Hair color is blonde. Eyes are open. Face looks slightly slightly,sad
09565,0.804,9565,0.7983,Picture of a woman. The hair is long. Hair color is blonde. Eyes are open. Face looks very sad,sad
19954,0.804,19954,0.83,Picture of a man with glasses and a tie. The hair is short. Hair color is brown. Eyes are open. Face looks slightly,sad
03627,0.804,3627,0.8447,Picture of a man. The hair is bald. Hair color is light brown. Eyes are open. Face looks slightly slightly,sad
07687,0.804,7687,0.9287,Picture of a man with sunglasses and a hat. The hair is curly. Hair color is dark brown. Eyes are closed. Face looks slightly to the left,sad
01983,0.804,1983,0.824,Picture of a man. The hair is white. Hair color is white. Eyes are open. Face looks slightly slightly,sad
01511,0.804,1511,0.9653,Picture of a woman with long brown hair. The hair is long. Hair color is a great way to get the look of a natural. Eyes are brown. Face looks like a face,sad
07974,0.804,7974,0.814,Picture of a man with a beard and a hat. The hair is gray. Hair color is blue. Eyes are open. Face looks slightly slightly,sad
01001,0.804,1001,0.9946,Picture of a woman. The hair is black. Hair color is black. Eyes are open. Face looks like a woman,sad
03388,0.804,3388,0.9927,Picture of a girl with blonde hair. The hair is blonde. Hair color is blonde. Eyes are blue. Face looks like a cat,sad
04189,0.803,4189,0.9937,Picture of a woman. The hair is blonde. Hair color is red. Eyes are open. Face looks slightly slightly,sad
11189,0.803,11189,0.995,Picture of a young man with a tie around his neck. The hair is brown. Hair color is brown. Eyes are open. Face looks slightly to the left,sad
17044,0.803,17044,0.9907,Picture of a man with a black shirt. The hair is blonde. Hair color is blonde. Eyes are open. Face looks slightly slightly,sad
07132,0.803,7132,0.9683,Picture of a woman with a red lipstick. The hair is brown. Hair color is brown. Eyes are open. Face looks very different,sad
02051,0.803,2051,0.895,Picture of a little girl. The hair is brown. Hair color is a great way to get the color of your child's hair. Eyes are the best part of the photo. Face looks like a little girl,sad
16666,0.803,16666,0.9834,Picture of a man. The hair is black. Hair color is black. Eyes are open. Face looks slightly,sad
18380,0.803,18380,0.9014,Picture of a man. The hair is bald. Hair color is brown. Eyes are open. Face looks slightly to the left,sad
05657,0.803,5657,0.9414,Picture of a man with glasses and a hat. The hair is gray. Hair color is light blue. Eyes are open. Face looks slightly slightly,sad
18738,0.803,18738,0.9834,Picture of a woman with a flower crown. The hair is brown. Hair color is brown. Eyes are open. Face looks like a woman,sad
08037,0.803,8037,0.7124,Picture of a man with a mustache and glasses. The hair is gray. Hair color is light gray. Eyes are open. Face looks slightly slightly,sad
09471,0.803,9471,0.6514,Picture of a man in a hat and scarf. The hair is brown. Hair color is brown. Eyes are open. Face looks very sad,sad
11135,0.803,11135,1.0,Picture of a young boy. The hair is brown. Hair color is brown. Eyes are open. Face looks like a boy,sad
16524,0.803,16524,0.9946,Picture of a woman. The hair is black. Hair color is black. Eyes are open. Face looks slightly at camera,sad
11917,0.803,11917,0.8965,Picture of a man with curly hair. The hair is curly. Hair color is brown. Eyes are open. Face looks very serious,sad
06792,0.803,6792,0.976,"Picture of a girl with pink hair and blue eyes. The hair is pink and has long, straight bangs. Hair color is a very popular choice for girls. Eyes are blue. Face looks like a pink hair",sad
19568,0.803,19568,0.9263,"Picture of a young boy in the village of kash, india. The hair is bald. Hair color is a very important part of the skin color, but it is a very important part. Eyes are the window to the soul of the soul, a man from the village of kash. Face looks at camera",sad
00458,0.803,458,0.6333,Picture of a man with glasses and a tie. The hair is gray. Hair color is gray. Eyes are open. Face looks slightly slightly,sad
01499,0.803,1499,0.9326,Picture of a woman. The hair is black. Hair color is black. Eyes are black. Face looks slightly to the left,sad
11432,0.803,11432,0.999,Picture of a woman. The hair is long. Hair color is black. Eyes are open. Face looks slightly,sad
01403,0.803,1403,0.9775,Picture of a woman with long brown hair. The hair is long. Hair color is red. Eyes are open. Face looks slightly,sad
07521,0.803,7521,0.9985,Picture of a man wearing a hat. The hair is brown. Hair color is brown. Eyes are open. Face looks slightly at camera,sad
00993,0.803,993,0.921,Picture of a young boy with a very dark hair. The hair is black. Hair color is black. Eyes are open. Face looks like a little girl,sad
05537,0.802,5537,0.7676,"Picture of former russian president vladimir putin. The hair is white. Hair color is a great way to get rid from the hair color, says dr oz ozzer. Eyes are the window to the soul of the soul, says dr fage. Face looks slightly slightly",sad
10232,0.802,10232,0.808,Picture of a man with glasses and a tie. The hair is bald. Hair color is brown. Eyes are open. Face looks slightly to the right,sad
19966,0.802,19966,0.9946,Picture of a girl with pink hair. The hair is pink. Hair color is pink. Eyes are open. Face looks like a girl,sad
13247,0.802,13247,0.999,Picture of a woman. The hair is blonde. Hair color is blonde. Eyes are open. Face looks slightly slightly,sad
05027,0.802,5027,0.9136,Picture of a baby. The hair is blonde. Hair color is blonde. Eyes are open. Face looks like a baby,sad
06312,0.802,6312,0.98,Picture of a man. The hair is gray. Hair color is gray. Eyes are open. Face looks slightly to the left,sad
04826,0.802,4826,0.985,Picture of a young boy. The hair is red. Hair color is red. Eyes are wide. Face looks very sad,sad
01378,0.801,1378,0.922,Picture of a man with glasses and a woman with a cell. The hair is dark. Hair color is dark brown. Eyes are open. Face looks slightly to the left,sad
07424,0.801,7424,0.7104,"Picture of warren warren. The hair is white. Hair color is not a color, but it is a color that is a color that is a. Eyes are the window to the world, says warren warren. Face looks like a man with glasses",sad
15553,0.801,15553,0.965,Picture of a woman. The hair is brown. Hair color is brown. Eyes are open. Face looks slightly to the left,sad
06562,0.801,6562,0.941,"Picture of a woman with red hair and blue hat. The hair is red and blue. Hair color is red. Eyes are red, lips are blue, and lips are blue. Face looks like a blue bird",sad
15845,0.801,15845,0.921,Picture of a woman wearing a hat with a butterfly on it. The hair is brown. Hair color is brown. Eyes are closed. Face looks down,sad
13613,0.801,13613,0.866,Picture of a woman with a clock on her head. The hair is black. Hair color is black. Eyes are closed. Face looks like a woman,sad
09897,0.801,9897,0.96,Picture of a little girl wearing a santa hat. The hair is blonde. Hair color is blonde. Eyes are open. Face looks like a santa,sad
12949,0.801,12949,0.9917,Picture of a woman. The hair is long. Hair color is brown. Eyes are open. Face looks slightly,sad
18591,0.801,18591,0.9717,Picture of a young girl with a pair of sunglasses on her head. The hair is brown. Hair color is red. Eyes are not visible. Face looks like a bird,sad
10356,0.801,10356,0.945,Picture of a woman wearing a hat and sunglasses. The hair is long. Hair color is brown. Eyes are open. Face looks slightly slightly,sad
19668,0.801,19668,0.983,Picture of a woman with long brown hair and blue eyes. The hair is long and brown. Hair color is a great way to get the color of your hair. Eyes are the window to the soul. Face looks down on woman's face,sad
12508,0.801,12508,0.995,Picture of a man and woman. The hair is gray. Hair color is light brown. Eyes are open. Face looks very sad,sad
19596,0.801,19596,0.942,Picture of a man with glasses and a green shirt. The hair is blonde. Hair color is blonde. Eyes are open. Face looks slightly slightly,sad
15289,0.801,15289,0.985,Picture of a man with red hair. The hair is red. Hair color is red. Eyes are closed. Face looks slightly slightly,sad
12442,0.801,12442,0.772,Picture of a man wearing glasses and a suit. The hair is gray. Hair color is gray. Eyes are open. Face looks slightly slightly,sad
19381,0.801,19381,0.999,Picture of a woman with glasses. The hair is blonde. Hair color is light blonde. Eyes are open. Face looks slightly,sad
00555,0.801,555,0.993,Picture of a woman. The hair is long. Hair color is brown. Eyes are open. Face looks slightly,sad
19605,0.801,19605,0.8774,Picture of a woman. The hair is long. Hair color is red. Eyes are open. Face looks slightly,sad
03145,0.801,3145,0.9824,Picture of a girl with pink hair. The hair is pink. Hair color is pink. Eyes are blue. Face looks like a doll,sad
05994,0.801,5994,0.995,Picture of a man. The hair is long. Hair color is brown. Eyes are open. Face looks slightly to the left,sad
10065,0.801,10065,0.9033,Picture of a man wearing glasses. The hair is blonde. Hair color is light brown. Eyes are open. Face looks slightly slightly,sad
12660,0.801,12660,0.9575,Picture of a man. The hair is blonde. Hair color is blonde. Eyes are open. Face looks slightly at camera,sad
06717,0.7993,6717,0.989,Picture of a woman. The hair is black. Hair color is black. Eyes are open. Face looks like a woman,sad
10600,0.7993,10600,0.9365,Picture of a man. The hair is short. Hair color is brown. Eyes are open. Face looks slightly slightly,sad
08422,0.7993,8422,0.769,"Picture of a woman with long black hair. The hair is long. Hair color is not a natural color, but it is a natural color. Eyes are black. Face looks very different",sad
05953,0.7993,5953,0.8613,Picture of a man with glasses and a tie. The hair is gray. Hair color is gray. Eyes are open. Face looks slightly slightly,sad
17664,0.7993,17664,0.699,Picture of a man. The hair is gray. Hair color is light brown. Eyes are open. Face looks slightly slightly,sad
08778,0.7993,8778,0.829,Picture of a man. The hair is wet. Hair color is brown. Eyes are open. Face looks slightly at camera,sad
06565,0.7983,6565,0.982,Picture of a young girl with fr fr fr fr fr fr fr fr fr fr fr fr fr. The hair is long. Hair color is a great way to get a natural look. Eyes are the best thing to photograph. Face looks like a girl,sad
04974,0.7983,4974,0.907,Picture of a girl. The hair is long. Hair color is brown. Eyes are open. Face looks slightly,sad
10807,0.7983,10807,1.0,Picture of a man. The hair is brown. Hair color is brown. Eyes are open. Face looks slightly to the left,sad
00564,0.7983,564,0.9644,Picture of a man with a bird on his head. The hair is short. Hair color is brown. Eyes are open. Face looks very sad,sad
12263,0.7983,12263,0.793,Picture of a woman. The hair is brown. Hair color is brown. Eyes are open. Face looks like a butterfly,sad
13511,0.7983,13511,0.997,Picture of a young man. The hair is dark. Hair color is dark brown. Eyes are open. Face looks slightly slightly,sad
03984,0.7983,3984,0.96,Picture of a young girl. The hair is brown. Hair color is brown. Eyes are wide. Face looks very sad,sad
08229,0.7983,8229,0.9697,Picture of a man wearing a hat and a red jacket. The hair is brown. Hair color is red. Eyes are blue. Face looks very sad,sad
16633,0.7983,16633,0.709,Picture of a man in a suit and tie. The hair is black. Hair color is black. Eyes are open. Face looks slightly to the left,sad
01229,0.7983,1229,0.911,Picture of a woman with a red hat. The hair is black. Hair color is black. Eyes are open. Face looks very sad,sad
12847,0.7983,12847,0.929,Picture of a woman with long hair. The hair is long. Hair color is brown. Eyes are open. Face looks like a woman,sad
00428,0.7983,428,0.955,Picture of a woman with a red shirt and a black hair. The hair is black. Hair color is black. Eyes are open. Face looks very sad,sad
17222,0.7983,17222,0.97,Picture of a woman. The hair is blonde. Hair color is blonde. Eyes are open. Face looks very sad,sad
18527,0.7983,18527,0.9746,Picture of a man in a suit and tie. The hair is black. Hair color is black. Eyes are open. Face looks slightly slightly,sad
11973,0.7983,11973,0.7905,Picture of a man with a beard. The hair is gray. Hair color is gray. Eyes are open. Face looks slightly slightly,sad
14596,0.7983,14596,0.772,Picture of a young boy with a toothy expression. The hair is blonde. Hair color is blonde. Eyes are open. Face looks very sad,sad
02005,0.7983,2005,0.958,Picture of a man with sunglasses on. The hair is gray. Hair color is gray. Eyes are open. Face looks like a man,sad
12705,0.7983,12705,0.923,Picture of a woman with sunglasses on. The hair is brown. Hair color is brown. Eyes are black. Face looks slightly to the left,sad
00919,0.7983,919,0.907,Picture of a man with glasses and a tie. The hair is gray. Hair color is gray. Eyes are open. Face looks like a man,sad
02884,0.797,2884,0.7153,Picture of a man with a bald hair. The hair is bald. Hair color is red. Eyes are blue. Face looks very sad,sad
08132,0.797,8132,0.8843,Picture of a man with glasses and a tie. The hair is gray. Hair color is gray. Eyes are closed. Face looks slightly slightly,sad
01663,0.797,1663,0.842,Picture of a man. The hair is curly. Hair color is brown. Eyes are open. Face looks like a man,sad
02268,0.797,2268,0.9785,Picture of a girl with long hair. The hair is long. Hair color is blonde. Eyes are blue. Face looks like a girl,sad
11640,0.797,11640,0.998,Picture of a woman with blonde hair. The hair is blonde. Hair color is blonde. Eyes are open. Face looks like a woman,sad
15966,0.797,15966,0.699,Picture of a young boy. The hair is brown. Hair color is brown. Eyes are open. Face looks like a boy,sad
13933,0.797,13933,0.994,Picture of a man. The hair is short. Hair color is brown. Eyes are open. Face looks slightly slightly,sad
07960,0.797,7960,0.6826,Picture of a man with glasses and a tie. The hair is gray. Hair color is light brown. Eyes are open. Face looks slightly slightly,sad
05819,0.796,5819,0.655,Picture of a woman. The hair is black. Hair color is black. Eyes are open. Face looks very sad,sad
04404,0.796,4404,0.962,Picture of a man with a white shirt and tie. The hair is brown. Hair color is brown. Eyes are open. Face looks slightly to the left,sad
17635,0.796,17635,0.986,Picture of a boy. The hair is brown. Hair color is brown. Eyes are open. Face looks to the left,sad
15655,0.796,15655,0.963,Picture of a woman. The hair is black. Hair color is black. Eyes are open. Face looks slightly to the left,sad
06840,0.796,6840,0.8057,Picture of a boy. The hair is brown. Hair color is brown. Eyes are open. Face looks very sad,sad
01308,0.796,1308,0.9995,"Picture of author and activist john silver. The hair is white. Hair color is a great way to get a whiter look. Eyes are the window to the soul, but the eyes are the window to the soul, but. Face looks slightly slightly",sad
18813,0.796,18813,0.743,Picture of a woman. The hair is long. Hair color is brown. Eyes are open. Face looks slightly at the camera,sad
02489,0.796,2489,0.966,Picture of a woman. The hair is long. Hair color is red. Eyes are open. Face looks slightly to the left,sad
04014,0.796,4014,0.679,Picture of a man with a bald hair. The hair is bald. Hair color is light brown. Eyes are open. Face looks slightly slightly,sad
07654,0.796,7654,0.7983,Picture of a man. The hair is blonde. Hair color is blonde. Eyes are open. Face looks slightly slightly,sad
19088,0.796,19088,0.6826,Picture of a woman with a green leaf on her nose. The hair is blonde. Hair color is brown. Eyes are open. Face looks very sad,sad
14036,0.796,14036,0.8613,Picture of a woman. The hair is long. Hair color is brown. Eyes are blue. Face looks very sad,sad
14570,0.796,14570,0.9287,Picture of a man in a suit and tie. The hair is white. Hair color is white. Eyes are open. Face looks slightly slightly,sad
15549,0.796,15549,0.9927,Picture of a man. The hair is blonde. Hair color is light brown. Eyes are open. Face looks slightly at the camera,sad
